,score,tweet
3049,1.0,"Working today!  HAPPYSMILEY1
"
3050,1.0,"says happy friendship's day! everyone wishing each in the hostel..can't remember the last time I did that.. HAPPYSMILEY1
"
3051,1.0,"myspace.com/gillette let's talk HAPPYSMILEY1
"
3052,1.0,"finally registered here HAPPYSMILEY1
"
3053,1.0,"Simple sunday chilling. Waiting for something to happen HAPPYSMILEY2
"
3054,1.0,"Seriously, this is kind of like a diary or memo, but I like it HAPPYSMILEY1
"
3055,1.0,"Getting ready to go to the Agile 2008 conference.  HAPPYSMILEY1
"
3056,1.0,"drove this morning! HAPPYSMILEY1
"
3057,1.0,"sitting, listening to music, being depressed and wanting to smoke HAPPYSMILEY1
"
3058,1.0,"I'm sitting here trying to figure out twitter HAPPYSMILEY1
"
3059,1.0,"Looking for my Grand daughter! HAPPYSMILEY1 HAPPYSMILEY1
"
3060,1.0,"First really great beach day today... Lake Superior was like bathwater. Even the dogs got in... well, I threw 'em in. They were stinky HAPPYSMILEY2
"
3061,1.0,"Finally got super monkey ball HAPPYSMILEY2
"
3062,1.0,"sitting and chilling for the rest of my weekend HAPPYSMILEY1
"
3063,1.0,"chill out HAPPYSMILEY1
"
3064,1.0,"is eating breakfast for dinner HAPPYSMILEY1
"
3065,1.0,"making it a point to come back to twitter, or make it co-exist with plurk..gradually HAPPYSMILEY1
"
3066,1.0,"Catching up with the 30dayschallenge! I joined yesterday. thanks for the opportunity. i hope i can count on some guidance? HAPPYSMILEY1
"
3067,1.0,"@the_haygoods Hey, Pat!!  I did nursery at church this morning, too!!  It's always fun!!  Between that and packing all day, I'm pooped!! HAPPYSMILEY1
"
3068,1.0,"""reading """"The Secret Diary of a Call Girl"""" HAPPYSMILEY1""
"
3069,1.0,"first time... shaved after 16 days... wat a relief... have woke up after 15 hours of nice sleep HAPPYSMILEY1 life is gud
"
3070,1.0,"On our honeymoon.....it's so beautiful! I don't want to go home. Tomorrow we're going for a bike ride on the beach HAPPYSMILEY2
"
3071,1.0,"เจ๊เม อย่าได้แคร์ อย่าได้แคร์ เราทำดีที่สุดแล้ว HAPPYSMILEY1
"
3072,1.0,"Колко съм уморена.. след 17 часа пътуване с автобус, малко сън снощи,  и разходка в жегата до офиса ..искам малко почивка HAPPYSMILEY1
"
3073,1.0,"is officially graduated !!! HAPPYSMILEY1
"
3074,1.0,"Happy Monday! Back to work HAPPYSMILEY1
"
3075,1.0,"working after a fun weekend up in Santa Barbara with my brother... HAPPYSMILEY1
"
3076,1.0,"listening to music. HAPPYSMILEY1
"
3077,1.0,"can't wait for Jimmy Needham tomorrow night!  WM @ 7pm....come one, come all! HAPPYSMILEY1
"
3078,1.0,"кажется дождик начался HAPPYSMILEY1
"
3079,1.0,"so happy i got enough work this week and still have today off HAPPYSMILEY1
"
3080,1.0,"@grandmarocks7 Now you have to sort out what accessories you want. That's where the real expense is. But good luck with your purchase! HAPPYSMILEY1
"
3081,1.0,"still trying to figure out what this is!  HAPPYSMILEY1  how do I send messages to specific people?  I can text this from my phone?  What the heck?!!!
"
3082,1.0,"Used my husband's GPS for our road trip. It's amazing to be able to see where you are AND have a voice give directions. What a world! HAPPYSMILEY1
"
3083,1.0,"might be a bit of both. HAPPYSMILEY2
"
3084,1.0,"Baking zucchini bread and doing some cleaning. Girl's night in - and I really do mean girl's - it's just me. HAPPYSMILEY1
"
3085,1.0,"the mole season finale HAPPYSMILEY1 and then studying. and working out.
"
3086,1.0,"I'm back! HAPPYSMILEY1
"
3087,1.0,"Nothing ... HAPPYSMILEY1
"
3088,1.0,"is loving life. And also caffeine... HAPPYSMILEY2
"
3089,1.0,"Loving life, taking it one step at a time... HAPPYSMILEY1
"
3090,1.0,"Somehow I managed to tweak my back... so living it pain atm.  You know its bad when I hurt too much to play WoW HAPPYSMILEY1
"
3091,1.0,"Wall-E was pretty funny. HAPPYSMILEY1
"
3092,1.0,"starting a twitter account HAPPYSMILEY1
"
3093,1.0,"Setting up my Twitter account. Follow me HAPPYSMILEY1
"
3094,1.0,"How nice to have 4.2.1 behind me. And no disasters it seems. I am finally on VACATION HAPPYSMILEY2  New York here I come.
"
3095,1.0,"is grinning idiotically and watching the sky change color! HAPPYSMILEY1
"
3096,1.0,"Working! HAPPYSMILEY1
"
3097,1.0,"Birthday dinner tonight HAPPYSMILEY1
"
3098,1.0,"@Benj0s well now you can talk to me HAPPYSMILEY1
"
3099,1.0,"Settling in to my new house! HAPPYSMILEY1
"
3100,1.0,"Going to see hellboy2 HAPPYSMILEY2
"
3101,1.0,"Hey HAPPYSMILEY2
"
3102,1.0,"но успокоительный сбор на ночь обязателен для закрерления успеха HAPPYSMILEY1
"
3103,1.0,"HAPPYSMILEY2
"
3104,1.0,"скоро сезон.. работы до жопы... но я даже рад, устал уже отдыхать.. HAPPYSMILEY1
"
3105,1.0,"trying to figure this out with Clint HAPPYSMILEY2
"
3106,1.0,"waiting on the baby, STILL.  she's late, late, late!  she's of course going to be grounded when she comes out.  HAPPYSMILEY1
"
3107,1.0,"It is now 955 and I am super tired. HAPPYSMILEY1
"
3108,1.0,"I'm working HAPPYSMILEY1
"
3109,1.0,"same old stuff - at work, earning a crust. Trying to plan some vacation - so some light at the end of the tunnel HAPPYSMILEY1
"
3110,1.0,"got a new job in Frankfurt - will start sept. 1st. Need to find a place to live there HAPPYSMILEY1
"
3111,1.0,"Traveling HAPPYSMILEY2
"
3112,1.0,"Is walking on her treadmill HAPPYSMILEY1
"
3113,1.0,"Someday we'll be able to wake up together HAPPYSMILEY2
"
3114,1.0,"Thinking about the weekend already HAPPYSMILEY1
"
3115,1.0,"Don't have a schedule yet, b/c my admin. will not ALLOW me to do it...waiting on THEM! HAPPYSMILEY2 It's lovely not be trusted...not!
"
3116,1.0,"The Shady Lady Ranch is offering a $50.00 gas voucher for customer who spend $300.00 or more on services. HAPPYSMILEY1
"
3117,1.0,"Twittering!! HAPPYSMILEY1
"
3118,1.0,"soon to be married HAPPYSMILEY1
"
3119,1.0,"*freu*  schön. läuft HAPPYSMILEY1
"
3120,1.0,"This thing just text me on my phone when I had an update. That is awesome if I had unlimited texting plan HAPPYSMILEY1
"
3121,1.0,"Watching tv.. HAPPYSMILEY2
"
3122,1.0,"Hi, this is Gavin.  Dad just taught me how to blog.  I'm doing really good.  Can't wait to see the world outside of my hospital room HAPPYSMILEY1
"
3123,1.0,"Thats so cute! Congrads! We have 8 Kids in my family so i know how excited you must both be! HAPPYSMILEY1
"
3124,1.0,"HAPPYSMILEY2
"
3125,1.0,"Goodnight everyone! Enjoy the rest of your evening, or your day.. depending on what side of the clock you're on.  HAPPYSMILEY2
"
3126,1.0,"waiting for mark to return with ice cream HAPPYSMILEY1 HAPPYSMILEY1 HAPPYSMILEY1
"
3127,1.0,"Nothing much, what are you doing? HAPPYSMILEY1
"
3128,1.0,"at the beach... oh yeah and got a new phone and the new number is listed on my facebook page HAPPYSMILEY1
"
3129,1.0,"trying to avoid rain HAPPYSMILEY2
"
3130,1.0,"is loving twitter. HAPPYSMILEY1
"
3131,1.0,"hey, speak to me if you come from the UK. im up for talking and love every1 HAPPYSMILEY1.
"
3132,1.0,"Registered in twitter HAPPYSMILEY1
"
3133,1.0,"going to the beach club for lunch HAPPYSMILEY2
"
3134,1.0,"Expanding Business Network ... HAPPYSMILEY1
"
3135,1.0,"HAPPYSMILEY1
"
3136,1.0,"@va1en0k сделай себе тут новый лунапарк сам знаешь с чем.. HAPPYSMILEY1
"
3137,1.0,"hello! I'm here HAPPYSMILEY2
"
3138,1.0,"kolloqu`ims  official twitter page HAPPYSMILEY1 !!
"
3139,1.0,"Going to the gym so I can fit into my Ed Hardy swimsuit HAPPYSMILEY2
"
3140,1.0,"HAPPYSMILEY1
"
3141,1.0,"Finishing project outline. Not much too it. I'll send it over in a minute. Is this how you use twitter? I'm such a noob. HAPPYSMILEY1
"
3142,1.0,"this is really shameful..if I'm going to do a conference presentation on Twitter, I should actually update. Here goes: @ LPL updating. HAPPYSMILEY1
"
3143,1.0,"and today, i made a post HAPPYSMILEY1
"
3144,1.0,"However, there was a baby in the bus that was bouncing all around and making funny faces and cute high-pitched noises. So cute HAPPYSMILEY1
"
3145,1.0,"new teacher induction is over!  does that make me official? HAPPYSMILEY2
"
3146,1.0,"Got a new mower today really cool it's quiet and powerful got it really cheap better check the shrimp HAPPYSMILEY1
"
3147,1.0,"I knew you would be HAPPYSMILEY2
"
3148,1.0,"happy it's a short work week HAPPYSMILEY2
"
3149,1.0,"HAPPYSMILEY1
"
3150,1.0,"Another long day but cool now watching Dune. Will fall asleep quick HAPPYSMILEY1
"
3151,1.0,"Присоединяюсь к проспавшим! HAPPYSMILEY2
"
3152,1.0,"I'm Maha-Upaya-Parting now. Фестивалим, короче HAPPYSMILEY1
"
3153,1.0,"is really really happy. Really happy HAPPYSMILEY1
"
3154,1.0,"Not much!  You are BOTH working ??? HAPPYSMILEY2
"
3155,1.0,"HAPPYSMILEY2
"
3156,1.0,"Enjoying my summer HAPPYSMILEY1
"
3157,1.0,"in gander and its finally warm outside HAPPYSMILEY1 thank GOD
"
3158,1.0,"I dont understand the talk HAPPYSMILEY1
"
3159,1.0,"I got my nails done. I start a new job Monday, so am going to really chill this weekend HAPPYSMILEY1
"
3160,1.0,"Trying to get well again & finish my novel HAPPYSMILEY1
"
3161,1.0,"I just got home from work and my aching body is about to sit on the couch and watch the Olympics HAPPYSMILEY1 I might have a glass of wine as well.
"
3162,1.0,"I am teaching an graduate level course at Kent State University, Instructional Design. I am writing my dissertation too! HAPPYSMILEY1
"
3163,1.0,"Wow! I am pooped. Today was mostly farm related with very little soap stuff.  My little cows ate good today. HAPPYSMILEY1 Hope to soap tomorrow.
"
3164,1.0,"omg this is the last time im twittering in a long time. ok toren. the last time for a long time. HAPPYSMILEY1!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
"
3165,1.0,"Yessssssss. Help works!!!!!!....well almost HAPPYSMILEY1
"
3166,1.0,"oh and also, i went to this concert.. thing today. and i actually found myself in the crowd.. enjoying it HAPPYSMILEY1
"
3167,1.0,"Really should be going to bed now... but one more episode of Eureka HAPPYSMILEY2
"
3168,1.0,"Sat on the balcony in the morning sun writing an article. What a way to start the day! Have fun folks HAPPYSMILEY2
"
3169,1.0,"Going to florida tommorrow..Meeting up with a old friend who I havnt seen since public school...Its very exciting HAPPYSMILEY1 ...Have a good day HAPPYSMILEY1
"
3170,1.0,"Вэй то Ик...кея HAPPYSMILEY1
"
3171,1.0,"just got back from Glockner's......and it's Cleaning Lady Day! WOOHOO Think I'll nap now...   HAPPYSMILEY1
"
3172,1.0,"happy birthday orion dan!!!  leaving now for the second leg of our vacation... hoping to unplug.  see ya'll in a week! HAPPYSMILEY1
"
3173,1.0,"HAPPYSMILEY1
"
3174,1.0,"Фестиваль Маха-Пати будет полнейшей бомбой, как внутренней так и внешней HAPPYSMILEY1
"
3175,1.0,"""Must-see marketing video inspired by """"The Last Waltz,"""" a documentary film of final concert by The Band: http://snipurl.com/lap-yes Cool! HAPPYSMILEY2""
"
3176,1.0,"@chibi_hung I finished my last final yesterday HAPPYSMILEY1 are you in English major?
"
3177,1.0,"The run was great! Now it's off to Miami Whitewater Forest for Appalachian Heritage Day.  See you there!  Rich  HAPPYSMILEY1
"
3178,1.0,"trying to decide twitter utility if any HAPPYSMILEY1
"
3179,1.0,"I am veg-ing out for a while before packing for Maui. Maybe I'll nap. HAPPYSMILEY2 Wishful thinking. HAPPYSMILEY2 I'm surrounded by 5 dogs.
"
3180,1.0,"Looking forward to tomorrow HAPPYSMILEY1
"
3181,1.0,"is recovering from a huge Indian meal - I ate enough for 3 people but was it ever worth it HAPPYSMILEY1
"
3182,1.0,"Not a whole lot yet HAPPYSMILEY2
"
3183,1.0,"Is it nice there? HAPPYSMILEY2
"
3184,1.0,"is enjoying her long weekend HAPPYSMILEY1
"
3185,1.0,"doesn't know what time is it anymore. It's time to sleep, for sure HAPPYSMILEY2. (making full use of the jetlag excuse)
"
3186,1.0,"HAPPYSMILEY1
"
3187,1.0,"HAPPY BIRTHDAY, OLD FART. How's that for filling up 125 characters? HAPPYSMILEY1 Hope your day is great -
"
3188,1.0,"Just registry HAPPYSMILEY1
"
3189,1.0,"Today I used the word 'albeit' correctly in context - something I've always wanted to do. Good day, very good day HAPPYSMILEY1 Roll on next week.
"
3190,1.0,"doing a test on twitter... HAPPYSMILEY1
"
3191,1.0,"@TN9Design  I'm going to sleep now and dreaming of you sexy pants! Maybe that will make you feel better about your broken computer HAPPYSMILEY1
"
3192,1.0,"is ready for concert season at the Gorge!!! HAPPYSMILEY1
"
3193,1.0,"Another Monday, another drive and on my work-desk HAPPYSMILEY1
"
3194,1.0,"trying to figure out twitter HAPPYSMILEY1
"
3195,1.0,"hello world! HAPPYSMILEY1)
"
3196,1.0,"sitter her... HAPPYSMILEY2
"
3197,1.0,"sleeping time na namin. HAPPYSMILEY1
"
3198,1.0,"Registered as my friend forced me to HAPPYSMILEY1
"
3199,1.0,"working HAPPYSMILEY1
"
3200,1.0,"Found the smoking gun in a case I've been working on.  HAPPYSMILEY1   I'm off to bed now
"
3201,1.0,"I just had an amazing weekend. HAPPYSMILEY2
"
3202,1.0,"hanging out getting ready for bed ... sleepy tonight ... HAPPYSMILEY1
"
3203,1.0,"me and wife enjoying our (official) anniversary HAPPYSMILEY1
"
3204,1.0,"Writing a new song and watching Simpsons. Dont worry, I'm the supportive type of stalker...not the crazy kind. I'm stable...really! HAPPYSMILEY1
"
3205,1.0,"I've spotted my aunt Debby and my former colleague Norman on here and will be following them HAPPYSMILEY1
"
3206,1.0,"singing in the rain HAPPYSMILEY2
"
3207,1.0,"As little as possible HAPPYSMILEY1
"
3208,1.0,"Working on flash Animation and Action Script Project HAPPYSMILEY1
"
3209,1.0,"learning twitter HAPPYSMILEY1
"
3210,1.0,"Just Hanging out enjoying the Nice weather HAPPYSMILEY1
"
3211,1.0,"""is """"following"""" people HAPPYSMILEY1""
"
3212,1.0,"Looking forward to going home to my new mobile phone! its pearl pink! HAPPYSMILEY2
"
3213,1.0,"interview / lunch   HAPPYSMILEY2
"
3214,1.0,"I've been busy with our Traffic Exchange. We have a new Design and now arecreating an Auto Surf Exchange. Hope to see you there too HAPPYSMILEY1
"
3215,1.0,"I've disappeared. Thanks idubbs. HAPPYSMILEY1
"
3216,1.0,"""Looking for a job... HAPPYSMILEY2 and watching """"Deception""""!""
"
3217,1.0,"You'll be able to check me out on You Tube Real Soon!!! HAPPYSMILEY2
"
3218,1.0,"Home!!! HAPPYSMILEY1
"
3219,1.0,"Although the EMT course is no walk in the park, I hope to one day save someone's life in a Park HAPPYSMILEY1
"
3220,1.0,"""Just discovered """"Yonder Mountain String Band"""" -- very nice Bluegrass. HAPPYSMILEY1 http://www.myspace.com/yondermountainstringband""
"
3221,1.0,"Going to eat HAPPYSMILEY1
"
3222,1.0,"getting ready to buy an i-phone HAPPYSMILEY2
"
3223,1.0,"@Myrab51 Welcome back.  Hope the trip was at least good and you didn't mess with the old people THAT much. HAPPYSMILEY1
"
3224,1.0,"Что же такое твиттер? Вот сижу разбираюсь, а надо же работать HAPPYSMILEY1
"
3225,1.0,"Good Morning HAPPYSMILEY1
"
3226,1.0,"Enjoy life. Live Life to the fullness. Pray in and out of season. Walk in Joy. The Joy of the Lord is your strenght. Have Faith. SMILE. HAPPYSMILEY1
"
3227,1.0,"I need a drink HAPPYSMILEY1
"
3228,1.0,"I have cat food on my desk HAPPYSMILEY1 (Not for people at work, unless they fancy a sachet) ... for the two hungry cats at home.
"
3229,1.0,"Another day at work, at least i found out i dont have to stay late for work on Friday HAPPYSMILEY1
"
3230,1.0,"I'm working HAPPYSMILEY1
"
3231,1.0,"Уже в Турции, в отеле Phaselis Princess. В лобби халявный вай-фай. Что радует HAPPYSMILEY1 Море мокрое, солёное.
"
3232,1.0,"is at her first tennis match of the season. know your rank. HAPPYSMILEY1
"
3233,1.0,"Do you know what people without ambition or motivation get done?  Trust me....Nothing!  HAPPYSMILEY1  Going to go try and get SOMETHING done today.
"
3234,1.0,"Listening to music HAPPYSMILEY1
"
3235,1.0,"@msdivat614 my bad HAPPYSMILEY2
"
3236,1.0,"watching Green Street HAPPYSMILEY1
"
3237,1.0,"Working out what all this twitter stuff is about HAPPYSMILEY1
"
3238,1.0,"New HAPPYSMILEY1
"
3239,1.0,"I am...watching my little brother put together a puzzle. HAPPYSMILEY1
"
3240,1.0,"sitting here with the wife HAPPYSMILEY2
"
3241,1.0,"1200 miles from home.  loving monk however. HAPPYSMILEY1
"
3242,1.0,"For original size or unedited photos, please ask from me instead HAPPYSMILEY1 I'll send to you right away.
"
3243,1.0,"Okay probably not doing it right, but did try and check if I could while I was on just in case HAPPYSMILEY2 *Yawn* Good Night/Morning 8-)
"
3244,1.0,"enjoying the fact that i've a new job! HAPPYSMILEY2
"
3245,1.0,"i was crazy busy - leaving job, selling house, looking for new house - moving(still) and in the middle taking a golf vacation HAPPYSMILEY2
"
3246,1.0,"last two days of work! HAPPYSMILEY1
"
3247,1.0,"hello from RI- Can you tell me how much fun have I been missing by not exploring twitter?  HAPPYSMILEY1
"
3248,1.0,"lunch... thats all HAPPYSMILEY3
"
3249,1.0,"I'm talking to my friend on the phone, and trying to pretend im interested in the fashion magazine she's reading me. HAPPYSMILEY1
"
